"Time"	"0 L-SI2"	"1 R-Si2"	"2 L-Si3"	"3 R-Si3"
3713.5718	-62.073498	-47.450485	-39.207371	-61.106388
3713.5723	-62.127438	-47.202744	-39.840748	-61.116081
3713.5728	-62.187374	-46.803539	-40.327087	-61.240898
3713.5734	-62.073498	-46.266159	-40.503609	-61.091442
3713.5739	-62.32523	-45.773094	-40.789597	-61.249783
3713.5744	-62.079491	-45.488693	-41.237972	-61.154457
3713.5749	-62.04353	-44.779308	-41.363194	-61.095886
3713.5755	-62.025547	-44.16217	-41.702095	-61.097904
3713.576	-61.965611	-43.590954	-41.872559	-61.296238
3713.5765	-61.827755	-42.986301	-42.128654	-61.361271
