mode,control_gain,burst_time_s,burst_frequency_hz,mean_effective_excitation,peak_effective_excitation,mean_gain_factor,alpha_eff,g_eff
direct_gmax,0.6122448979591837,67.05816653426929,0.0918072940745082,0.0004604405485016583,0.000962221828180279,1.6122448979591857,0.04999999999999999,0.001007653061224489
direct_gmax,0.6122448979591837,77.95054725500405,0.09638410064546281,0.0004560528996175815,0.0009622121497525323,1.612244897959186,0.049999999999999996,0.0010076530612244893
direct_gmax,0.6122448979591837,88.32570242378421,0.10677956361873228,0.00044216181422008,0.0009616768197468343,1.6122448979591846,0.05000000000000003,0.0010076530612244893
direct_gmax,0.6122448979591837,97.69079033115388,0.11318902713337646,0.00042524311537783316,0.0009614160021170919,1.6122448979591844,0.05000000000000003,0.0010076530612244893
direct_gmax,0.6122448979591837,106.52556897821874,0.11598676055111302,0.0004379729606485322,0.000959388621799706,1.6122448979591841,0.050000000000000044,0.001007653061224489
direct_gmax,0.6122448979591837,115.14724265242504,0.11106586783902564,0.00046063923503115425,0.0009602796471383201,1.6122448979591848,0.05000000000000003,0.0010076530612244887
direct_gmax,0.6122448979591837,124.15090885030105,0.11120063887103211,0.00043436990039269187,0.0009618235654721733,1.6122448979591848,0.05000000000000003,0.0010076530612244887
direct_gmax,0.6122448979591837,133.1436629401384,0.11607927755620853,0.00043229418864494906,0.0009603770965842372,1.6122448979591841,0.05000000000000004,0.0010076530612244893
direct_gmax,0.6122448979591837,141.75846500518205,0.11498820394490805,0.00041662092878522894,0.0009601600720704012,1.6122448979591841,0.050000000000000044,0.0010076530612244895
direct_gmax,0.7346938775510204,46.7036986869456,0.09414024704861716,0.0004856048058507104,0.001036153009528031,1.7346938775510226,0.049999999999999996,0.0010841836734693873
direct_gmax,0.7346938775510204,57.32614797246284,0.10314547253399313,0.0004834515894655567,0.0010348706960740268,1.7346938775510228,0.05000000000000004,0.0010841836734693875
direct_gmax,0.7346938775510204,67.02119299414748,0.10915619925811705,0.0004940150673314549,0.0010341195221443174,1.734693877551021,0.05000000000000004,0.0010841836734693875
direct_gmax,0.7346938775510204,76.18237675463499,0.11365190625496326,0.0004885098338298988,0.0010344616587508297,1.7346938775510214,0.050000000000000024,0.001084183673469387
direct_gmax,0.7346938775510204,84.98117329885335,0.11863287216048506,0.0004844365174656254,0.0010341247497907752,1.7346938775510203,0.05000000000000004,0.0010841836734693873
direct_gmax,0.7346938775510204,93.410540149613,0.11621041570100281,0.0004578194092632935,0.0010334385595826016,1.7346938775510208,0.05000000000000004,0.0010841836734693875
direct_gmax,0.7346938775510204,102.01562080411212,0.11330838852431618,0.0004894486055296168,0.0010340426500277035,1.7346938775510212,0.05000000000000003,0.0010841836734693873
direct_gmax,0.7346938775510204,110.84109271332913,0.11522927920912725,0.00045992965419720317,0.0010349000550504142,1.7346938775510206,0.05000000000000004,0.0010841836734693875
direct_gmax,0.7346938775510204,119.51944258120534,0.11973144275889908,0.00044315788963977224,0.001032830833188821,1.7346938775510208,0.05000000000000003,0.0010841836734693873
direct_gmax,0.7346938775510204,127.87146755440875,0.11918487404485474,0.00041965587729280633,0.0010336572433521961,1.7346938775510208,0.05000000000000003,0.0010841836734693873
direct_gmax,0.8571428571428571,43.56421551116125,0.10774959672530415,0.0005328127360857131,0.0011078667024662344,1.8571428571428559,0.050000000000000024,0.0011607142857142858
direct_gmax,0.8571428571428571,52.84499270561694,0.11371433530401598,0.0005498395797617547,0.001107420317022704,1.8571428571428559,0.05000000000000003,0.0011607142857142858
direct_gmax,0.8571428571428571,61.63895871989732,0.11548462432548992,0.0005091505085698055,0.0011083254549252972,1.8571428571428565,0.05000000000000004,0.001160714285714286
direct_gmax,0.8571428571428571,70.29812010904926,0.11470782338546469,0.0005079741338893711,0.0011072036569826434,1.8571428571428565,0.050000000000000044,0.001160714285714286
direct_gmax,0.8571428571428571,79.0159213059179,0.11244520892161873,0.0005096410581343306,0.0011081788192466692,1.8571428571428565,0.05000000000000003,0.001160714285714286
